datetime,open,high,low,close,volume
2020-01-01 00:00:00+00:00,7189.43,7260.43,7170.15,7197.57,56801.329
2020-01-02 00:00:00+00:00,7197.57,7209.59,6922.0,6962.04,115295.677
2020-01-03 00:00:00+00:00,6962.34,7407.28,6863.44,7341.72,208493.458
2020-01-04 00:00:00+00:00,7341.6,7400.0,7269.21,7350.71,92586.033
2020-01-05 00:00:00+00:00,7350.54,7495.0,7303.0,7354.36,117765.972
2020-01-06 00:00:00+00:00,7354.36,7808.65,7345.0,7757.39,168150.317
2020-01-07 00:00:00+00:00,7757.74,8215.33,7733.0,8152.49,280809.162
2020-01-08 00:00:00+00:00,8150.9,8468.42,7870.11,8059.84,321225.114
2020-01-09 00:00:00+00:00,8059.77,8060.0,7750.01,7818.59,187263.143
2020-01-10 00:00:00+00:00,7817.91,8210.62,7670.0,8207.09,253783.948
2020-01-11 00:00:00+00:00,8207.2,8292.19,8003.87,8020.56,164741.715
2020-01-12 00:00:00+00:00,8020.58,8195.0,7956.28,8186.7,108629.964
2020-01-13 00:00:00+00:00,8186.22,8200.0,8053.78,8113.0,74581.364
2020-01-14 00:00:00+00:00,8112.99,8893.0,8109.02,8825.0,290777.981
2020-01-15 00:00:00+00:00,8825.0,8921.2,8570.52,8825.3,237633.837
2020-01-16 00:00:00+00:00,8825.35,8868.21,8596.25,8725.08,167958.963
2020-01-17 00:00:00+00:00,8724.99,9039.0,8680.0,8918.72,205717.686
2020-01-18 00:00:00+00:00,8918.73,8995.0,8816.0,8925.0,114708.682
2020-01-19 00:00:00+00:00,8925.0,9205.3,8440.91,8705.85,225314.525
2020-01-20 00:00:00+00:00,8705.98,8750.37,8526.06,8650.0,125161.675
2020-01-21 00:00:00+00:00,8650.0,8790.1,8448.6,8742.43,107577.153
2020-01-22 00:00:00+00:00,8742.78,8820.0,8585.85,8684.57,94305.496
2020-01-23 00:00:00+00:00,8684.47,8694.0,8326.0,8409.6,163407.064
2020-01-24 00:00:00+00:00,8410.0,8528.0,8247.0,8441.96,144785.391
2020-01-25 00:00:00+00:00,8442.82,8455.0,8272.0,8344.64,96961.714
2020-01-26 00:00:00+00:00,8344.37,8624.45,8300.0,8611.21,117898.916
2020-01-27 00:00:00+00:00,8611.21,9015.48,8565.0,8913.61,172235.328
2020-01-28 00:00:00+00:00,8913.61,9436.06,8905.0,9398.98,244467.546
2020-01-29 00:00:00+00:00,9399.72,9460.52,9242.0,9311.0,169460.643
2020-01-30 00:00:00+00:00,9311.23,9599.0,9210.42,9525.67,190137.536
2020-01-31 00:00:00+00:00,9525.67,9550.72,9220.0,9364.51,146644.026
2020-02-01 00:00:00+00:00,9364.5,9477.76,9306.0,9392.74,109040.285
2020-02-02 00:00:00+00:00,9392.99,9489.92,9160.01,9338.2,148402.977
2020-02-03 00:00:00+00:00,9340.49,9647.61,9250.0,9300.64,159049.385
2020-02-04 00:00:00+00:00,9300.63,9368.0,9105.0,9198.35,147843.902
2020-02-05 00:00:00+00:00,9198.32,9799.08,9179.88,9630.0,212311.697
2020-02-06 00:00:00+00:00,9630.0,9884.0,9550.0,9778.12,200556.367
2020-02-07 00:00:00+00:00,9777.97,9900.0,9736.66,9821.52,129740.767
2020-02-08 00:00:00+00:00,9821.52,9956.0,9680.55,9906.43,129267.269
2020-02-09 00:00:00+00:00,9906.09,10184.34,9892.15,10167.38,143407.013
2020-02-10 00:00:00+00:00,10167.37,10213.56,9750.0,9865.56,184242.737
2020-02-11 00:00:00+00:00,9865.56,10409.96,9729.36,10229.06,190119.815
2020-02-12 00:00:00+00:00,10230.74,10479.98,10229.71,10339.99,159674.258
2020-02-13 00:00:00+00:00,10339.64,10540.0,10101.0,10239.63,213052.717
2020-02-14 00:00:00+00:00,10240.02,10390.0,10123.37,10356.82,130975.746
2020-02-15 00:00:00+00:00,10356.27,10389.75,9752.3,9914.99,152146.127
2020-02-16 00:00:00+00:00,9914.31,10060.45,9626.64,9921.86,141547.956
2020-02-17 00:00:00+00:00,9921.87,9971.0,9461.89,9716.0,185338.179
2020-02-18 00:00:00+00:00,9716.0,10270.0,9598.0,10174.32,166119.369
2020-02-19 00:00:00+00:00,10174.53,10286.0,9293.07,9593.65,187495.927
2020-02-20 00:00:00+00:00,9593.31,9700.0,9382.59,9601.99,143105.587
2020-02-21 00:00:00+00:00,9601.51,9759.59,9547.0,9681.39,98954.288
2020-02-22 00:00:00+00:00,9681.39,9710.7,9565.0,9659.2,58419.547
2020-02-23 00:00:00+00:00,9658.95,10018.9,9657.0,9943.12,97134.358
2020-02-24 00:00:00+00:00,9943.12,10000.0,9487.38,9662.95,157965.671
2020-02-25 00:00:00+00:00,9662.88,9686.78,9247.0,9326.0,168641.725
2020-02-26 00:00:00+00:00,9326.0,9384.0,8610.0,8792.22,267005.172
2020-02-27 00:00:00+00:00,8793.96,8978.0,8533.9,8828.0,200638.488
2020-02-28 00:00:00+00:00,8827.12,8908.86,8450.0,8699.57,196066.11
2020-02-29 00:00:00+00:00,8699.86,8799.83,8530.0,8531.98,103524.685
2020-03-01 00:00:00+00:00,8532.5,8762.24,8409.0,8537.84,174332.916
2020-03-02 00:00:00+00:00,8537.84,8972.0,8504.95,8919.7,160294.484
2020-03-03 00:00:00+00:00,8919.7,8922.34,8657.41,8765.0,160123.605
2020-03-04 00:00:00+00:00,8765.0,8853.88,8669.23,8756.93,105462.12
2020-03-05 00:00:00+00:00,8755.98,9172.3,8755.98,9062.81,161840.623
2020-03-06 00:00:00+00:00,9062.62,9179.75,8994.14,9139.48,115011.583
2020-03-07 00:00:00+00:00,9139.77,9204.0,8850.0,8897.18,125804.999
2020-03-08 00:00:00+00:00,8895.62,8897.71,7997.7,8038.46,237407.028
2020-03-09 00:00:00+00:00,8038.99,8182.31,7635.21,7932.15,334399.107
2020-03-10 00:00:00+00:00,7932.45,8156.31,7733.0,7897.66,257068.702
2020-03-11 00:00:00+00:00,7898.21,7988.0,7593.29,7938.39,220537.381
2020-03-12 00:00:00+00:00,7938.39,7969.0,4347.0,4764.65,784747.02
2020-03-13 00:00:00+00:00,4762.28,5971.0,3621.81,5570.26,935489.242
2020-03-14 00:00:00+00:00,5569.84,5638.42,5040.0,5167.01,316242.586
2020-03-15 00:00:00+00:00,5167.21,5954.47,5089.12,5357.32,356311.765
2020-03-16 00:00:00+00:00,5354.81,5361.26,4413.62,5026.26,621555.792
2020-03-17 00:00:00+00:00,5027.11,5529.98,4913.49,5307.38,429908.098
2020-03-18 00:00:00+00:00,5306.42,5435.0,4982.75,5389.64,402005.703
2020-03-19 00:00:00+00:00,5389.94,6400.0,5246.5,6159.6,499391.19
2020-03-20 00:00:00+00:00,6159.41,6911.0,5650.0,6203.77,571898.016
2020-03-21 00:00:00+00:00,6204.47,6457.17,5854.01,6183.69,387679.649
2020-03-22 00:00:00+00:00,6183.84,6408.91,5730.35,5810.17,391002.795
2020-03-23 00:00:00+00:00,5810.3,6619.9,5670.0,6463.84,489746.087
2020-03-24 00:00:00+00:00,6463.21,6840.0,6369.0,6741.33,437968.553
2020-03-25 00:00:00+00:00,6740.86,6960.71,6436.26,6673.41,400684.542
2020-03-26 00:00:00+00:00,6673.57,6777.5,6500.0,6733.76,281245.628
2020-03-27 00:00:00+00:00,6733.76,6840.0,6230.0,6353.64,258213.519
2020-03-28 00:00:00+00:00,6353.64,6354.74,6004.0,6230.95,341944.185
2020-03-29 00:00:00+00:00,6231.81,6260.0,5857.6,5876.27,251335.919
2020-03-30 00:00:00+00:00,5876.27,6606.15,5850.0,6391.08,387321.998
2020-03-31 00:00:00+00:00,6389.52,6516.63,6320.0,6407.1,262522.644
2020-04-01 00:00:00+00:00,6407.1,6693.0,6140.0,6641.51,390529.602
2020-04-02 00:00:00+00:00,6641.22,7290.0,6542.73,6791.63,531321.428
2020-04-03 00:00:00+00:00,6791.65,7049.11,6600.0,6729.8,411944.927
2020-04-04 00:00:00+00:00,6729.8,7020.0,6629.99,6851.1,319849.757
2020-04-05 00:00:00+00:00,6851.4,6893.44,6668.02,6768.9,239224.508
2020-04-06 00:00:00+00:00,6768.9,7370.0,6760.0,7325.73,461331.013
2020-04-07 00:00:00+00:00,7325.73,7457.0,7070.43,7192.9,419572.04
2020-04-08 00:00:00+00:00,7192.9,7417.83,7145.14,7357.66,332599.575
2020-04-09 00:00:00+00:00,7357.15,7365.69,7105.98,7278.65,293638.581
2020-04-10 00:00:00+00:00,7278.83,7290.0,6741.0,6857.82,440148.453
2020-04-11 00:00:00+00:00,6858.0,6944.28,6757.29,6874.18,224157.844
2020-04-12 00:00:00+00:00,6874.17,7173.98,6775.66,6900.52,321594.822
2020-04-13 00:00:00+00:00,6900.19,6900.99,6558.0,6834.0,421954.773
2020-04-14 00:00:00+00:00,6834.01,6975.6,6751.0,6864.11,280445.427
2020-04-15 00:00:00+00:00,6864.11,6929.0,6602.59,6616.89,281136.689
2020-04-16 00:00:00+00:00,6616.88,7190.92,6465.33,7098.15,559868.603
2020-04-17 00:00:00+00:00,7098.15,7140.0,6981.0,7022.44,277339.601
2020-04-18 00:00:00+00:00,7022.0,7290.0,7008.11,7242.42,225807.171
2020-04-19 00:00:00+00:00,7242.49,7258.42,7055.0,7118.03,216975.114
2020-04-20 00:00:00+00:00,7118.04,7208.55,6735.95,6825.29,445104.981
2020-04-21 00:00:00+00:00,6825.28,6940.0,6759.16,6838.0,288024.528
2020-04-22 00:00:00+00:00,6838.0,7154.9,6812.57,7120.06,306482.163
2020-04-23 00:00:00+00:00,7120.06,7802.38,7020.0,7483.35,472510.047
2020-04-24 00:00:00+00:00,7483.36,7612.91,7388.0,7504.11,278378.368
2020-04-25 00:00:00+00:00,7504.62,7722.33,7433.0,7534.01,243266.807
2020-04-26 00:00:00+00:00,7534.01,7709.57,7476.86,7694.17,269921.936
2020-04-27 00:00:00+00:00,7693.63,7795.6,7623.98,7774.0,290336.169
2020-04-28 00:00:00+00:00,7774.0,7780.0,7662.49,7735.75,217652.761
2020-04-29 00:00:00+00:00,7735.76,8988.66,7710.0,8784.2,871197.569
2020-04-30 00:00:00+00:00,8784.05,9479.77,8400.0,8624.76,944211.711
2020-05-01 00:00:00+00:00,8623.61,9065.0,8619.84,8830.52,417820.386
2020-05-02 00:00:00+00:00,8830.52,9020.0,8755.01,8975.18,295769.728
2020-05-03 00:00:00+00:00,8975.18,9200.0,8727.24,8900.0,451322.713
2020-05-04 00:00:00+00:00,8899.99,8954.94,8526.0,8873.98,440135.307
2020-05-05 00:00:00+00:00,8873.99,9118.17,8766.12,9022.78,409920.13
2020-05-06 00:00:00+00:00,9022.76,9405.0,8916.01,9148.27,507753.8
2020-05-07 00:00:00+00:00,9148.29,10080.0,9022.0,9995.0,738920.219
2020-05-08 00:00:00+00:00,9994.74,10045.03,9726.0,9807.49,458034.211
2020-05-09 00:00:00+00:00,9809.63,9923.98,9528.23,9550.67,411941.957
2020-05-10 00:00:00+00:00,9550.25,9580.0,7940.0,8719.53,842909.031
2020-05-11 00:00:00+00:00,8723.23,9164.0,8151.12,8561.09,805164.964
2020-05-12 00:00:00+00:00,8560.73,8981.0,8520.43,8808.71,369716.041
2020-05-13 00:00:00+00:00,8808.71,9397.0,8790.04,9305.91,379719.0
2020-05-14 00:00:00+00:00,9305.91,9950.0,9250.66,9786.8,602528.438
2020-05-15 00:00:00+00:00,9787.62,9843.5,9100.0,9310.73,504107.096
2020-05-16 00:00:00+00:00,9311.21,9585.0,9210.03,9374.99,287768.201
2020-05-17 00:00:00+00:00,9374.99,9880.0,9317.16,9678.57,300859.34
2020-05-18 00:00:00+00:00,9677.31,9958.67,9450.0,9731.1,363732.37
2020-05-19 00:00:00+00:00,9731.11,9900.0,9462.0,9773.64,376313.845
2020-05-20 00:00:00+00:00,9772.66,9838.0,9281.42,9508.11,334423.59
2020-05-21 00:00:00+00:00,9508.0,9573.0,8812.2,9060.0,461439.193
2020-05-22 00:00:00+00:00,9060.0,9259.38,8920.0,9166.4,276008.073
2020-05-23 00:00:00+00:00,9166.43,9300.0,9076.9,9176.41,201589.66
2020-05-24 00:00:00+00:00,9176.32,9294.44,8674.0,8711.37,339643.378
2020-05-25 00:00:00+00:00,8711.37,8977.0,8623.38,8895.65,302980.106
2020-05-26 00:00:00+00:00,8895.66,9011.82,8693.18,8837.05,275619.158
2020-05-27 00:00:00+00:00,8837.88,9230.0,8811.0,9197.32,272253.998
2020-05-28 00:00:00+00:00,9197.32,9621.65,9110.97,9569.59,327412.374
2020-05-29 00:00:00+00:00,9569.58,9598.0,9317.42,9422.26,238691.299
2020-05-30 00:00:00+00:00,9422.11,9753.0,9326.01,9695.0,255234.058
2020-05-31 00:00:00+00:00,9694.38,9698.0,9371.76,9446.43,219829.356
2020-06-01 00:00:00+00:00,9446.49,10497.25,9420.85,10232.48,333740.457
2020-06-02 00:00:00+00:00,10232.41,10262.3,9264.15,9514.9,354168.517
2020-06-03 00:00:00+00:00,9514.9,9694.75,9382.33,9663.59,185389.412
2020-06-04 00:00:00+00:00,9663.58,9884.0,9440.0,9788.33,264515.319
2020-06-05 00:00:00+00:00,9788.32,9855.0,9580.52,9617.29,237103.042
