Model,MSE,RMSE,MAE,MAPE,R-Squared
Hybrid_Delta_H_No_MFDFA_BI-GRU,0.0004210605445352619,0.02051975985569183,0.011074426972971119,0.22879924789826134,0.29201891917456124
Hybrid_Delta_H_With_MFDFA_Ridge,0.00041386131974346365,0.020343581782554018,0.011031004206204481,0.22900114256534215,0.30412386468739305
Hybrid_Delta_H_With_MFDFA_LSTM,0.00043016742123605257,0.02074047784493049,0.011131136625158985,0.22779066589815605,0.27670640297410354
Hybrid_Delta_H_With_MFDFA_BI-LSTM,0.00043576566450921367,0.02087500094632845,0.011288854734868134,0.22921118715095593,0.2672933853577629
Hybrid_Delta_H_With_MFDFA_GRU,0.00042969777760401464,0.020729152843375308,0.01105082207280176,0.22561903678347678,0.27749607279838007
Hybrid_Delta_H_With_MFDFA_BI-GRU,0.00043586091568821947,0.020877282286931396,0.01105522720079033,0.22540316564639803,0.2671332277900743
Hybrid_Delta_Alpha_No_MFDFA_Ridge,0.00040691433810590246,0.020172117838885992,0.010861207990329696,0.22792156608979156,0.3158046826411711
Hybrid_Delta_Alpha_No_MFDFA_LSTM,0.0004145028563305475,0.020359343219528165,0.01078418650604287,0.21633065859179393,0.30304517001460196
Hybrid_Delta_Alpha_No_MFDFA_BI-LSTM,0.00041256774563452507,0.020311763725351994,0.01078624520773787,0.21856367383100447,0.3062989105511297
Hybrid_Delta_Alpha_No_MFDFA_GRU,0.00041352037580345,0.02033520041217814,0.010925323549743607,0.2214538508416183,0.3046971358292383
Hybrid_Delta_Alpha_No_MFDFA_BI-GRU,0.0004166232771887366,0.020411351674711222,0.011109281157480796,0.22837214503872016,0.29947984462263855
Hybrid_Delta_Alpha_With_MFDFA_Ridge,0.0004142096234203582,0.020352140512004093,0.01103794461137461,0.22918292692927672,0.3035382187112414
Hybrid_Delta_Alpha_With_MFDFA_LSTM,0.00043167056693519616,0.020776683251548987,0.011141971806537742,0.22520249606106327,0.274178978520472
Hybrid_Delta_Alpha_With_MFDFA_BI-LSTM,0.0004369582455557308,0.02090354624353798,0.011245776617768342,0.22901300359926646,0.2652881515992377
Hybrid_Delta_Alpha_With_MFDFA_GRU,0.0004351219608701831,0.020859577197780955,0.011345947412402526,0.2343602883342963,0.2683757237625526
Hybrid_Delta_Alpha_With_MFDFA_BI-GRU,0.000430362624828225,0.02074518317172025,0.011237289797312242,0.23099283157170572,0.27637818307328177
