--- Evaluation for Year: 2024 | Freq: 144 ---
Scenario | Model | Feature Set | RMSE | Note
[Direct AI (10m)] | Model: LSTM (Untuned) | Feat: No MF | RMSE: 1.0121 | Note: High Freq AI
[Direct AI (10m)] | Model: LSTM (Tuned) | Feat: No MF | RMSE: 1.0949 | Note: High Freq AI
[Direct AI (10m)] | Model: LSTM (Untuned) | Feat: Full (With MF) | RMSE: 1.0296 | Note: High Freq AI
[Direct AI (10m)] | Model: LSTM (Tuned) | Feat: Full (With MF) | RMSE: 1.0997 | Note: High Freq AI
[Direct AI (10m)] | Model: BI-LSTM (Untuned) | Feat: No MF | RMSE: 1.0121 | Note: High Freq AI
[Direct AI (10m)] | Model: BI-LSTM (Tuned) | Feat: No MF | RMSE: 1.0304 | Note: High Freq AI
[Direct AI (10m)] | Model: BI-LSTM (Untuned) | Feat: Full (With MF) | RMSE: 1.0268 | Note: High Freq AI
[Direct AI (10m)] | Model: BI-LSTM (Tuned) | Feat: Full (With MF) | RMSE: 1.0577 | Note: High Freq AI
[Direct AI (10m)] | Model: GRU (Untuned) | Feat: No MF | RMSE: 0.9986 | Note: High Freq AI
[Direct AI (10m)] | Model: GRU (Tuned) | Feat: No MF | RMSE: 1.0150 | Note: High Freq AI
[Direct AI (10m)] | Model: GRU (Untuned) | Feat: Full (With MF) | RMSE: 1.0319 | Note: High Freq AI
[Direct AI (10m)] | Model: GRU (Tuned) | Feat: Full (With MF) | RMSE: 1.0462 | Note: High Freq AI
[Direct AI (10m)] | Model: BI-GRU (Untuned) | Feat: No MF | RMSE: 1.0207 | Note: High Freq AI
[Direct AI (10m)] | Model: BI-GRU (Tuned) | Feat: No MF | RMSE: 1.0340 | Note: High Freq AI
[Direct AI (10m)] | Model: BI-GRU (Untuned) | Feat: Full (With MF) | RMSE: 1.0395 | Note: High Freq AI
[Direct AI (10m)] | Model: BI-GRU (Tuned) | Feat: Full (With MF) | RMSE: 1.1002 | Note: High Freq AI
[Direct AI (10m)] | Model: Ridge (Untuned) | Feat: No MF | RMSE: 1.0182 | Note: High Freq AI
[Direct AI (10m)] | Model: Ridge (Tuned) | Feat: No MF | RMSE: 1.0181 | Note: High Freq AI
[Direct AI (10m)] | Model: Ridge (Untuned) | Feat: Full (With MF) | RMSE: 1.0719 | Note: High Freq AI
[Direct AI (10m)] | Model: Ridge (Tuned) | Feat: Full (With MF) | RMSE: 1.0611 | Note: High Freq AI
[Hybrid Benchmark] | Model: LSTM (Untuned) | Feat: No MF | RMSE: 1.3749 | Note: Correction AI
[Hybrid Benchmark] | Model: LSTM (Tuned) | Feat: No MF | RMSE: 1.4640 | Note: Correction AI
[Hybrid Benchmark] | Model: LSTM (Untuned) | Feat: Full (With MF) | RMSE: 1.4085 | Note: Correction AI
[Hybrid Benchmark] | Model: LSTM (Tuned) | Feat: Full (With MF) | RMSE: 1.3700 | Note: Correction AI
[Hybrid Benchmark] | Model: BI-LSTM (Untuned) | Feat: No MF | RMSE: 1.3516 | Note: Correction AI
[Hybrid Benchmark] | Model: BI-LSTM (Tuned) | Feat: No MF | RMSE: 1.4281 | Note: Correction AI
[Hybrid Benchmark] | Model: BI-LSTM (Untuned) | Feat: Full (With MF) | RMSE: 1.4285 | Note: Correction AI
[Hybrid Benchmark] | Model: BI-LSTM (Tuned) | Feat: Full (With MF) | RMSE: 1.3896 | Note: Correction AI
[Hybrid Benchmark] | Model: GRU (Untuned) | Feat: No MF | RMSE: 1.3582 | Note: Correction AI
[Hybrid Benchmark] | Model: GRU (Tuned) | Feat: No MF | RMSE: 1.3571 | Note: Correction AI
[Hybrid Benchmark] | Model: GRU (Untuned) | Feat: Full (With MF) | RMSE: 1.3800 | Note: Correction AI
[Hybrid Benchmark] | Model: GRU (Tuned) | Feat: Full (With MF) | RMSE: 1.4009 | Note: Correction AI
[Hybrid Benchmark] | Model: BI-GRU (Untuned) | Feat: No MF | RMSE: 1.3249 | Note: Correction AI
[Hybrid Benchmark] | Model: BI-GRU (Tuned) | Feat: No MF | RMSE: 1.3649 | Note: Correction AI
[Hybrid Benchmark] | Model: BI-GRU (Untuned) | Feat: Full (With MF) | RMSE: 1.4219 | Note: Correction AI
[Hybrid Benchmark] | Model: BI-GRU (Tuned) | Feat: Full (With MF) | RMSE: 1.4729 | Note: Correction AI
[Hybrid Benchmark] | Model: Ridge (Untuned) | Feat: No MF | RMSE: 1.3004 | Note: Correction AI
[Hybrid Benchmark] | Model: Ridge (Tuned) | Feat: No MF | RMSE: 1.2947 | Note: Correction AI
[Hybrid Benchmark] | Model: Ridge (Untuned) | Feat: Full (With MF) | RMSE: 1.4050 | Note: Correction AI
[Hybrid Benchmark] | Model: Ridge (Tuned) | Feat: Full (With MF) | RMSE: 1.3912 | Note: Correction AI
[Hybrid Delta_H] | Model: LSTM (Untuned) | Feat: No MF | RMSE: 1.3983 | Note: Correction AI
[Hybrid Delta_H] | Model: LSTM (Tuned) | Feat: No MF | RMSE: 1.3961 | Note: Correction AI
[Hybrid Delta_H] | Model: LSTM (Untuned) | Feat: Full (With MF) | RMSE: 1.3910 | Note: Correction AI
[Hybrid Delta_H] | Model: LSTM (Tuned) | Feat: Full (With MF) | RMSE: 1.4299 | Note: Correction AI
[Hybrid Delta_H] | Model: BI-LSTM (Untuned) | Feat: No MF | RMSE: 1.3851 | Note: Correction AI
[Hybrid Delta_H] | Model: BI-LSTM (Tuned) | Feat: No MF | RMSE: 1.4338 | Note: Correction AI
[Hybrid Delta_H] | Model: BI-LSTM (Untuned) | Feat: Full (With MF) | RMSE: 1.4209 | Note: Correction AI
[Hybrid Delta_H] | Model: BI-LSTM (Tuned) | Feat: Full (With MF) | RMSE: 1.4102 | Note: Correction AI
[Hybrid Delta_H] | Model: GRU (Untuned) | Feat: No MF | RMSE: 1.3361 | Note: Correction AI
[Hybrid Delta_H] | Model: GRU (Tuned) | Feat: No MF | RMSE: 1.3826 | Note: Correction AI
[Hybrid Delta_H] | Model: GRU (Untuned) | Feat: Full (With MF) | RMSE: 1.3928 | Note: Correction AI
[Hybrid Delta_H] | Model: GRU (Tuned) | Feat: Full (With MF) | RMSE: 1.4739 | Note: Correction AI
[Hybrid Delta_H] | Model: BI-GRU (Untuned) | Feat: No MF | RMSE: 1.3011 | Note: Correction AI
[Hybrid Delta_H] | Model: BI-GRU (Tuned) | Feat: No MF | RMSE: 1.3048 | Note: Correction AI
[Hybrid Delta_H] | Model: BI-GRU (Untuned) | Feat: Full (With MF) | RMSE: 1.4292 | Note: Correction AI
[Hybrid Delta_H] | Model: BI-GRU (Tuned) | Feat: Full (With MF) | RMSE: 1.4679 | Note: Correction AI
[Hybrid Delta_H] | Model: Ridge (Untuned) | Feat: No MF | RMSE: 1.3017 | Note: Correction AI
[Hybrid Delta_H] | Model: Ridge (Tuned) | Feat: No MF | RMSE: 1.2962 | Note: Correction AI
[Hybrid Delta_H] | Model: Ridge (Untuned) | Feat: Full (With MF) | RMSE: 1.4083 | Note: Correction AI
[Hybrid Delta_H] | Model: Ridge (Tuned) | Feat: Full (With MF) | RMSE: 1.3939 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: LSTM (Untuned) | Feat: No MF | RMSE: 1.3549 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: LSTM (Tuned) | Feat: No MF | RMSE: 1.3528 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: LSTM (Untuned) | Feat: Full (With MF) | RMSE: 1.3854 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: LSTM (Tuned) | Feat: Full (With MF) | RMSE: 1.4449 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: BI-LSTM (Untuned) | Feat: No MF | RMSE: 1.3232 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: BI-LSTM (Tuned) | Feat: No MF | RMSE: 1.3796 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: BI-LSTM (Untuned) | Feat: Full (With MF) | RMSE: 1.4201 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: BI-LSTM (Tuned) | Feat: Full (With MF) | RMSE: 1.3847 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: GRU (Untuned) | Feat: No MF | RMSE: 1.3931 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: GRU (Tuned) | Feat: No MF | RMSE: 1.3379 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: GRU (Untuned) | Feat: Full (With MF) | RMSE: 1.3768 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: GRU (Tuned) | Feat: Full (With MF) | RMSE: 1.4725 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: BI-GRU (Untuned) | Feat: No MF | RMSE: 1.3080 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: BI-GRU (Tuned) | Feat: No MF | RMSE: 1.3127 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: BI-GRU (Untuned) | Feat: Full (With MF) | RMSE: 1.4091 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: BI-GRU (Tuned) | Feat: Full (With MF) | RMSE: 1.4190 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: Ridge (Untuned) | Feat: No MF | RMSE: 1.3014 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: Ridge (Tuned) | Feat: No MF | RMSE: 1.2958 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: Ridge (Untuned) | Feat: Full (With MF) | RMSE: 1.4079 | Note: Correction AI
[Hybrid Delta_Alpha] | Model: Ridge (Tuned) | Feat: Full (With MF) | RMSE: 1.3934 | Note: Correction AI
